Arpu,Bytes,CLV,Gameqoo,Hari_Ps,Indibox,Is_Churn2,Is_Churn3,Is_Churn,Is_Usage_Inet,Is_Usage_Voice,Jml_Tiket,Kwadran_Indihome,Lart,List_Asset,Ltarif,Minipack,Number of Records,Plblcl,PLC,Product,Range_Umur,Speed,Stb2,Stb3,STO,Techno,Upgrade_Speed,Usage,Wifi_Ext
451000,21286930021,10373000,0,8/29/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M,7,C18074-INETF20M-280k 280000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,KLD,FIBER,0,20GB-100 GB,0
379500,91292777087,9108000,0,7/16/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C18024 = CS18 - New Internet Indihome Penuh Berkah,6,C18024-INETFL10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,SEG,FIBER,0,20GB-100 GB,0
396000,1.18714E+11,5940000,0,04/12/2019 00:00,0,NON CHURN,0,0,1,0,0,4,C17036 = CS17 - 1P Internet Only,2,C17036-INETF10M-1P Inet Only 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CPE,FIBER,0,100GB-200GB,0
437162,33269524871,12240536,0,03/09/2018 00:00,0,NON CHURN,0,0,1,0,3,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),6,C17052-INETF10M-NETIZEN II 195000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,CPA,FIBER,0,20GB-100 GB,0
742500,15565713808,23017500,0,12/06/2017 00:00,0,NON CHURN,0,0,1,0,2,4,C17026 = CS17 - New Indihome Premium INET,8,C17026-INETF20M-Standard 290000,4,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,CPE,FIBER,0,< 20GB,0
330000,2.13439E+11,5280000,0,03/04/2019 18:33,0,NON CHURN,0,0,1,0,2,4,C19156 = CS19 - Program Upgrade IndiHome - INET,4,C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CBI,FIBER,0,>200 GB,0
429000,38078466063,10296000,0,7/28/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17048 = CS17-Program Upgrade Speed Baru,7,C17048-INETF20M-Upgrade Speed Baru 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,CID,FIBER,0,20GB-100 GB,0
1941500,84567380934,66011000,0,09/05/2017 00:00,0,NON CHURN,0,0,1,0,5,4,C17026 = CS17 - New Indihome Premium INET,11,C17026-INETF100M-Standard 1200000,6,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,102400,0,0,KLG,FIBER,0,20GB-100 GB,0
356440,64819421471,4990160,0,5/16/2019 12:00:00 AM,0,CHURN,1,0,0,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,8,C19027-INETF20M-290k 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,TGA,FIBER,0,20GB-100 GB,0
844800,2.66078E+11,46464000,0,12/01/2015 00:00,0,NON CHURN,0,0,1,0,0,4,C16095 = CS16 - INTERNET indiHOME Premium Upgrade,8,C16095 - INETF20M - Promo Migrasi 500000,2,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,20480,0,0,PGB,FIBER,0,>200 GB,0
5500,,242000,0,11/02/2016 00:00,0,CHURN,1,1,0,0,0,2,C17048 = CS17-Program Upgrade Speed Baru,6,C17048-INETF40M-Upgrade Speed Baru 550000,2,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,40960,0,0,TGA,FIBER,0,NO USAGE,0
407002,1.31495E+11,9361046,0,8/28/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,1,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),5,C17052-INETF20M-NETIZEN II 295000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,LBU,FIBER,0,100GB-200GB,0
261360,31741030781,21431520,0,9/19/2013 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,INDI01 = New IndiHOME Internet Attack Zone1,2,INDI01-INETR1M1-New IndiHOME 195000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),g. 7-8 thn,10240,0,0,PKY,FIBER,0,20GB-100 GB,0
0,65994285049,0,0,1/22/2016 12:00:00 AM,0,CHURN,1,1,0,0,0,1,C15037 = CS - NON FTTH New Indihome Internet Winning Z1,6,C15037-INETR5M1-New Pemenangan 150000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,5120,0,0,JBB,NON FIBER,0,20GB-100 GB,0
346500,,6930000,0,11/27/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,SPT,FIBER,0,NO USAGE,0
0,,0,0,12/29/2009 12:00:00 AM,0,CHURN,1,1,0,0,0,1,C15034 = CS - NON FTTH New Indihome Internet Super Winning Z1,6,INETR3M : New Pemenangan 125000,1,1,PL,0,3P (POTS-INTERNET-IPTV),i. 11-15 thn,3072,0,0,CKG,NON FIBER,0,NO USAGE,0
0,,0,0,2/24/2016 10:51:00 PM,0,NON CHURN,0,0,0,0,0,1,C16007 = CS16 - INTERNET indiHOME Fiber,1,C16007-INETF10M-Standard 245000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,SPL,FIBER,0,NO USAGE,0
363000,1.133E+11,10890000,0,01/07/2018 00:00,0,CHURN,1,0,1,0,0,4,C17086 = CS17 - IndiHome Promo NaRu 2017 (INET),7,C17086-INETFL10M-Standard 180000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,CUG,FIBER,0,100GB-200GB,0
379500,62083693759,17836500,0,08/09/2016 00:00,0,NON CHURN,0,0,1,0,0,4,C19192 = CS19 - IndiHome Phoenix INET,5,C19192-INETF10M-207k 207000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,JTN,FIBER,0,20GB-100 GB,0
368690,,9217250,0,5/30/2018 12:00:00 AM,0,NON CHURN,0,0,0,0,0,2,Telkom Data Internet,1,NEWHOMEWF-Standard (Internet) 0,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),e. 3-4 thn,10240,0,0,LKG,FIBER,0,NO USAGE,0
368500,,8844000,0,7/13/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C18024 = CS18 - New Internet Indihome Penuh Berkah,5,C18024-INETFL10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,KLB,FIBER,0,NO USAGE,0
466101,708,13983030,0,1/20/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17086 = CS17 - IndiHome Promo NaRu 2017 (INET),8,C17086-INETFL10M-Standard 180000,4,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,JAG,FIBER,0,< 20GB,0
357500,2.33453E+11,7150000,0,11/01/2018 00:00,0,NON CHURN,0,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),5,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,GAN,FIBER,0,>200 GB,0
440000,1.51713E+11,9680000,0,9/16/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,2,4,C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M,6,C18074-INETF20M-280k 280000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,KAL,FIBER,0,100GB-200GB,0
440000,81674751648,7920000,0,1/26/2019 12:00:00 AM,0,NON CHURN,0,0,1,0,1,4,C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet,6,C18166-INETFL20M-280k 280000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,KLB,FIBER,0,20GB-100 GB,0
150324,,3758100,0,6/18/2018 12:00:00 AM,0,NON CHURN,0,0,0,0,0,2,Telkom Data Internet,2,NEWHOMEWF-Standard (Internet) 0,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),e. 3-4 thn,10240,0,0,KLB,FIBER,0,NO USAGE,0
424741,2.08356E+11,9769043,0,08/05/2018 00:00,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),5,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,KMT,FIBER,0,>200 GB,0
786500,3.69447E+11,28314000,0,7/20/2017 12:00:00 AM,0,NON CHURN,0,0,1,0,1,4,C17029 = CS17 - New Indihome Lower Value INET,8,C17029-INETF20M-Revisi 1 290000,4,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,CPD,FIBER,0,>200 GB,0
62276,,3487456,0,11/11/2015 00:00,0,CHURN,1,1,0,0,0,2,C15004 = CS - FTTH New Indihome Internet Super Winning Z1,4,INETR10M : New Pemenangan 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,CKG,FIBER,0,NO USAGE,0
346500,,6930000,0,11/22/2018 12:00:00 AM,0,CHURN,1,0,0,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PKY,FIBER,0,NO USAGE,0
357500,2.10122E+11,4290000,0,7/27/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17086 = CS17 - IndiHome Promo NaRu 2017 (INET),7,C17086-INETFL10M-Standard 180000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CPP,FIBER,0,>200 GB,0
0,,0,0,5/29/2017 12:00:00 AM,0,CHURN,1,0,0,0,0,2,C16116 = Netizen Dinamic Price 2P INTERNET,3,C16116 - INETR3M3 - Standard 208000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),e. 3-4 thn,3072,0,0,JAG,FIBER,0,NO USAGE,0
357500,2.08119E+11,7507500,0,10/28/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),5,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CLD,FIBER,0,>200 GB,0
82500,14979362869,1155000,0,5/29/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19016 = CS19 - IndiHome New Premium INET,8,C19016-INETF10M-195k 195000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,JTN,FIBER,0,< 20GB,0
451000,47889183624,7667000,0,02/04/2019 00:00,0,CHURN,1,0,1,0,0,4,C17029 = CS17 - New Indihome Lower Value INET,6,C17029-INETF10M-Revisi 1 190000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PKY,FIBER,0,20GB-100 GB,0
82500,92823407046,1155000,0,5/28/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19016 = CS19 - IndiHome New Premium INET,9,C19016-INETF20M-295k 295000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,LGK,FIBER,0,20GB-100 GB,0
489500,,7342500,0,4/28/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF20M-290k 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,TGA,FIBER,0,NO USAGE,0
375597,54393012911,6009552,0,3/20/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),6,C17052-INETF10M-NETIZEN II 195000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,JTN,FIBER,0,20GB-100 GB,0
1925000,2585724,32725000,0,2/28/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17026 = CS17 - New Indihome Premium INET,12,C17026-INETF100M-Standard 1200000,7,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,102400,0,0,JTN,FIBER,0,< 20GB,0
375241,28250196402,5253374,0,05/07/2019 00:00,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),6,C17052-INETF10M-NETIZEN II 195000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,MRY,FIBER,0,20GB-100 GB,0
528000,4697024314,24816000,0,8/24/2016 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C16065 = CS16 - INTERNET indiHOME Deluxe,4,C16065-INETF10M-Standard 245000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,JTN,FIBER,0,< 20GB,0
219116,1.81823E+11,3067624,0,5/23/2019 12:00:00 AM,0,CHURN,1,0,0,0,0,4,C19061 = CS19 - IndiHome Value Varian Baru INET + OTT,7,C19061-INETF10M-200k 200000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,BEK,FIBER,0,100GB-200GB,0
346500,2.31269E+11,5544000,0,03/03/2019 00:00,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CPP,FIBER,0,>200 GB,0
555500,5593357470,9443500,0,2/19/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet,8,C18166-INETFL20M-280k 280000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,GAN,FIBER,0,< 20GB,0
553763,,9967734,0,01/09/2019 00:00,0,CHURN,1,0,1,0,0,4,C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet,12,C18166-INETFL10M-210k 210000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PDK,FIBER,0,NO USAGE,0
165000,2.68161E+11,2145000,0,5/30/2019 12:00:00 AM,0,CHURN,1,0,0,0,0,2,C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT),7,C19044-INETF10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PDK,FIBER,0,>200 GB,0
473000,3.59107E+11,16082000,0,9/18/2017 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17029 = CS17 - New Indihome Lower Value INET,4,C17029-INETF20M-Revisi 1 290000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,CIB,FIBER,0,>200 GB,0
0,,0,0,9/13/2018 12:00:00 AM,0,CHURN,1,0,1,0,1,3,C17026 = CS17 - New Indihome Premium INET,12,C17026-INETF100M-Standard 1200000,7,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,102400,0,0,GBI,FIBER,0,NO USAGE,0
682000,1.41158E+11,12958000,0,12/04/2018 00:00,0,NON CHURN,0,0,1,0,4,4,C19156 = CS19 - Program Upgrade IndiHome - INET,21,C19156-INETF50M-Upgrade IndiHome 400000,15,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,1,0,PDM,FIBER,0,100GB-200GB,0
676912,1.65066E+11,21661184,0,11/20/2017 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,C17086 = CS17 - IndiHome Promo NaRu 2017 (INET),5,C17086-INETFL30M-Standard 410000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,30720,0,0,SUE,FIBER,0,100GB-200GB,0
246749,16456173008,7895968,0,10/31/2017 12:11:09 PM,0,NON CHURN,0,0,1,0,6,4,C17022 = CS17 - Netizen Inet Kuota 5 dan 10 GB,3,C17022-INET10Q13-Standard 100000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),e. 3-4 thn,10240,0,0,DEP,FIBER,0,< 20GB,0
464750,3.88668E+11,7436000,0,3/28/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,10,C19027-INETF10M-200k 200000,3,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PDE,FIBER,0,>200 GB,0
350197,5908978264,48677383,0,12/21/2008 12:00:00 AM,0,NON CHURN,0,0,1,0,8,4,C15034 = CS - NON FTTH New Indihome Internet Super Winning Z1,5,INETR1M : New Pemenangan 105000,0,1,PL,0,3P (POTS-INTERNET-IPTV),i. 11-15 thn,1024,0,0,JTN,NON FIBER,0,< 20GB,0
429000,2.35344E+11,7293000,0,02/09/2019 00:00,0,NON CHURN,0,0,1,0,3,4,C17029 = CS17 - New Indihome Lower Value INET,5,C17029-INETF20M-Revisi 1 290000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,BEK,FIBER,0,>200 GB,0
412500,,9487500,0,08/08/2018 00:00,0,CHURN,1,0,0,0,0,2,C18024 = CS18 - New Internet Indihome Penuh Berkah,8,C18024-INETFL10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PDK,FIBER,0,NO USAGE,0
651200,9568214194,18233600,0,03/11/2018 00:00,0,CHURN,1,0,1,0,0,4,C18010 = CS18 - Indihome Khusus Imlek INET,6,C18010-INETFL10M-250K 250000,2,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,PKY,FIBER,0,< 20GB,0
445500,25647410,24948000,0,11/19/2015 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,C18016 = CS18 - Program Upgrade Speed 10 Mbps,4,C18016-INETF10M-190K 190000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,JBB,FIBER,0,< 20GB,0
483344,1.58721E+11,41084240,0,6/18/2013 12:00:00 AM,0,NON CHURN,0,0,1,0,3,4,C15004 = CS - FTTH New Indihome Internet Super Winning Z1,8,INETR10M : New Pemenangan 210000,1,1,PL,0,3P (POTS-INTERNET-IPTV),g. 7-8 thn,10240,0,0,PKY,FIBER,0,100GB-200GB,0
429000,1.16107E+11,23166000,0,1/22/2016 12:00:00 AM,0,NON CHURN,0,0,1,0,3,4,C15004 = CS - FTTH New Indihome Internet Super Winning Z1,5,INETR10M : New Pemenangan 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,KTZ,FIBER,0,100GB-200GB,0
964272,2.45083E+11,46285056,0,7/14/2016 12:00:00 AM,0,NON CHURN,0,0,1,0,1,4,C17029 = CS17 - New Indihome Lower Value INET,14,C17029-INETF20M-Revisi 1 290000,7,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,20480,1,0,PDR,FIBER,0,>200 GB,0
468032,4.84219E+11,10764736,0,08/08/2018 13:30,0,NON CHURN,0,0,1,0,1,4,C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M,7,C18074-INETF20M-280k 280000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,CSL,FIBER,0,>200 GB,0
539000,1.39413E+11,25872000,0,07/12/2016 14:50,0,NON CHURN,0,0,1,0,0,4,C17048 = CS17-Program Upgrade Speed Baru,6,C17048-INETF20M-Upgrade Speed Baru 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,20480,0,0,DEP,FIBER,0,100GB-200GB,0
388680,1.32866E+11,36535920,0,9/13/2012 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,INDI28 = New Indihome Pemenangan Internet Winning Z1,5,INDI28-INETR5M1- IndiHome Pemenangan 150000,0,1,PL,0,3P (POTS-INTERNET-IPTV),g. 7-8 thn,5120,0,0,CPE,FIBER,0,100GB-200GB,0
396000,2.5386E+11,5940000,0,4/17/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF10M-200k 200000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PGB,FIBER,0,>200 GB,0
396000,67047086546,5940000,0,04/03/2019 17:45,0,NON CHURN,0,0,1,0,3,4,C19156 = CS19 - Program Upgrade IndiHome - INET,9,C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CBI,FIBER,0,20GB-100 GB,0
250752,14947237182,23069184,0,11/05/2012 00:00,0,NON CHURN,0,0,1,0,0,4,C16116 = Netizen Dinamic Price 2P INTERNET,3,C16116 - INETR3M3 - Standard 208000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),g. 7-8 thn,3072,0,0,CPP,FIBER,0,< 20GB,0
812955,75387773284,30892290,0,5/25/2017 12:00:00 AM,0,NON CHURN,0,0,1,0,8,4,C16095 = CS16 - INTERNET indiHOME Premium Upgrade,6,C16095 - INETF20M - Promo Migrasi 500000,2,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,CKG,FIBER,0,20GB-100 GB,0
489500,,7342500,0,4/22/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF20M-290k 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,KRG,FIBER,0,NO USAGE,0
363000,,6897000,0,12/07/2018 00:00,0,CHURN,1,0,0,0,0,2,C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet,6,C18166-INETFL10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,JTN,FIBER,0,NO USAGE,0
346500,54190677494,17325000,0,5/27/2016 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,C16002 = CS16 - INTERNET indiHOME Lite,6,INETR1M3 : Standard New IndiHOME Disruptive 75000,1,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,1024,0,0,CPA,FIBER,0,20GB-100 GB,0
647870,4.56883E+11,27210540,0,01/09/2017 00:00,0,NON CHURN,0,0,1,0,1,4,C17032 = CS17 - New Indihome Netizen I INET (with MOVIN),4,C17032-INETF20M-Standard 295000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,PKY,FIBER,0,>200 GB,0
211860,42042430401,18855540,0,02/05/2013 16:15,0,NON CHURN,0,0,1,0,1,4,C16116 = Netizen Dinamic Price 2P INTERNET,3,C16116 - INETR1M3 - Dinamic Price 208000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),g. 7-8 thn,1024,0,0,CSL,NON FIBER,0,20GB-100 GB,0
319000,6154885002,22649000,0,8/29/2014 12:00:00 AM,0,CHURN,1,0,0,0,1,2,INDI10 = New IndiHOME Internet Winning Zone 1,5,INDI10-INETR1M1-New IndiHOME20957 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,1024,0,0,TGA,NON FIBER,0,< 20GB,0
423500,1.40139E+11,23292500,0,12/25/2015 2:40:00 PM,0,NON CHURN,0,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),5,C17052-INETF10M-NETIZEN II 195000,1,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,DEP,FIBER,0,100GB-200GB,0
82500,2.19343E+11,1155000,0,5/28/2019 12:00:00 AM,0,CHURN,1,0,0,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,8,C19027-INETF20M-290k 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,CWA,FIBER,0,>200 GB,0
511500,1.31086E+12,10741500,0,10/08/2018 00:00,0,CHURN,1,0,1,0,0,4,C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M,6,C18074-INETF30M-370k 370000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,30720,0,0,CIB,FIBER,0,>200 GB,0
547243,2.6629E+11,59102244,0,7/15/2011 12:00:00 AM,0,NON CHURN,0,0,1,0,2,4,C16067 = CS16 - INTERNET indiHOME Premium,8,C16067-INETF20M-Promo Migrasi 500000,2,1,PL,0,3P (POTS-INTERNET-IPTV),h. 9-10 thn,10240,0,0,CLS,FIBER,0,>200 GB,0
346500,97505993826,5890500,0,02/05/2019 00:00,0,NON CHURN,0,0,1,0,1,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PGG,FIBER,0,20GB-100 GB,0
368500,4.52509E+11,7370000,0,10/30/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,1,4,C19156 = CS19 - Program Upgrade IndiHome - INET,4,C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,KLB,FIBER,0,>200 GB,0
363000,3.14147E+11,5808000,0,3/29/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19026 = CS19 - IndiHome Value INET tanpa OTT,6,C19026-INETF10M-200k 200000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PDE,FIBER,0,>200 GB,0
429000,,9009000,0,10/23/2018 12:00:00 AM,0,CHURN,1,0,0,0,0,2,C18070 = CS18 - Internet Paket Merdeka 2018 - 10 Mbps,7,C18070-INETF10M-210k 210000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,GAN,FIBER,0,NO USAGE,0
395041,6802094340,20542132,0,3/16/2016 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C16002 = CS16 - INTERNET indiHOME Lite,4,INETR3M3 : Standard New IndiHOME Disruptive 175000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,3072,0,0,PDM,FIBER,0,< 20GB,0
0,,0,0,10/13/2011 12:00:00 AM,0,CHURN,1,0,1,0,2,4,C16116 = Netizen Dinamic Price 2P INTERNET,3,C16116 - INETR3M3 - Standard 208000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),h. 9-10 thn,3072,0,0,SMI,FIBER,0,NO USAGE,0
346500,2619129830,5544000,0,03/01/2019 00:00,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,SEG,FIBER,0,< 20GB,0
709500,7168758995,16318500,0,8/13/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17026 = CS17 - New Indihome Premium INET,8,C17026-INETF20M-Standard 290000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,1,0,KLD,FIBER,0,< 20GB,0
