"Arpu","Bytes","CLV","Indibox","Is_Churn2","Is_Usage_Inet","Jml_Tiket","Kwadran_Indihome","Lart","List_Asset","Ltarif","Minipack","PLC","Product","Range_Umur","Speed","Stb2","STO","Techno","Upgrade_Speed","Usage","Wifi_Ext"
440000,58651280970,7480000,0,"CHURN",1,0,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",6,"C18166-INETFL20M-280k 280000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"GDS","FIBER",0,"20GB-100 GB",0
165000,144865000000,2145000,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"GBC","FIBER",0,"100GB-200GB",0
341000,22232717253,19778000,0,"NON CHURN",1,0,4,"C15034 = CS - NON FTTH New Indihome Internet Super Winning Z1",5,"INETR1M : New Pemenangan 105000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",1024,0,"PKY","FIBER",0,"20GB-100 GB",0
192500,59226000056,4812500,0,"NON CHURN",1,3,4,"HSSP05 = Paket untuk HSSP Paket 384 &amp; 512 Kbps",3,"INETR1M3 : HSSP Rp. 125.000 320000",0,0,"2P-NETIZEN (POTS-INTERNET)","e. 3-4 thn",10240,0,"BEK","FIBER",0,"20GB-100 GB",0
396000,111883000000,30492000,0,"NON CHURN",1,0,4,"C18010 = CS18 - Indihome Khusus Imlek INET",5,"C18010-INETFL20M-280K 280000",1,0,"3P (POTS-INTERNET-IPTV)","g. 7-8 thn",20480,0,"KHL","FIBER",0,"100GB-200GB",0
423500,48677663997,13552000,0,"CHURN",1,0,4,"C17045 = CS17- Indihome Kemerdekaan (INTERNET)",7,"C17045-INETF10M-PROMO KEMERDEKAAN 190000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CIL","FIBER",0,"20GB-100 GB",0
1132710,266206000000,65697180,0,"NON CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",8,"C17048-INETF40M-Upgrade Speed Baru 550000",3,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",40960,0,"CKG","FIBER",0,">200 GB",0
396000,109922000000,5940000,0,"CHURN",1,0,4,"C17066 = CS17 - Paket Indihome Per ODP Inet 10 Mbps Lower Value",4,"C17066-INETFL10M-Standard 190000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"TPR","FIBER",0,"100GB-200GB",0
519128,137806000000,8825176,0,"NON CHURN",1,1,4,"C17048 = CS17-Program Upgrade Speed Baru",5,"C17048-INETF20M-Upgrade Speed Baru 290000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"CNE","FIBER",0,"100GB-200GB",0
440000,55607950339,7920000,0,"NON CHURN",1,1,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",6,"C18166-INETFL20M-280k 280000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"JAG","FIBER",0,"20GB-100 GB",0
554541,80261928613,19408935,0,"NON CHURN",1,0,4,"C16118 = CS16 - Paket IndiHome Dinamic Price Deluxe (Internet)",6,"C16118 - INETF10M - Dinamic Price 248000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"KRA","FIBER",0,"20GB-100 GB",0
574182,9105316812,24689826,0,"NON CHURN",1,2,4,"C16097 = CS16 - INTERNET indiHOME Deluxe w/ Movin",5,"C16097 - INETF10M - Standard 245000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"GAN","FIBER",0,"< 20GB",0
648285,109649000000,29172825,0,"NON CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",6,"C17048-INETF20M-Upgrade Speed Baru 290000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"SKJ","FIBER",0,"100GB-200GB",0
297000,35164296446,9801000,0,"NON CHURN",1,7,4,"C17045 = CS17- Indihome Kemerdekaan (INTERNET)",4,"C17045-INETF10M-PROMO KEMERDEKAAN 190000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CKG","FIBER",0,"20GB-100 GB",0
556490,9331962308,28380990,0,"NON CHURN",1,5,4,"C19064 = CS19 - Paket Upgrade Low FUP",8,"C19064-INETFL20M-270k 270000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",20480,1,"CSN","FIBER",0,"< 20GB",0
286000,46377269140,4576000,0,"NON CHURN",1,3,4,"C17085 = CS17 - Indihome ODP Hijau Hitam Inet 10 Mbps Lower Value",4,"C17085-INETFL10M-Standard 180000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PMU","FIBER",0,"20GB-100 GB",0
393196,38247544290,9043508,0,"NON CHURN",1,4,4,"C18024 = CS18 - New Internet Indihome Penuh Berkah",5,"C18024-INETFL10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CPA","FIBER",0,"20GB-100 GB",0
451000,449289000000,8118000,0,"CHURN",0,0,4,"C17029 = CS17 - New Indihome Lower Value INET",7,"C17029-INETF10M-Revisi 1 190000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CIB","FIBER",0,">200 GB",0
408951,486022000000,5725314,0,"NON CHURN",1,2,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"TPR","FIBER",0,">200 GB",0
485952,21911098692,16522368,0,"NON CHURN",1,1,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",5,"C17052-INETF20M-NETIZEN II 295000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"SLP","FIBER",0,"20GB-100 GB",0
572000,26325949689,30316000,0,"NON CHURN",1,2,4,"C17048 = CS17-Program Upgrade Speed Baru",7,"C17048-INETF20M-Upgrade Speed Baru 290000",1,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",20480,0,"BGG","FIBER",0,"20GB-100 GB",0
423500,97628927655,23292500,0,"NON CHURN",1,1,4,"C19192 = CS19 - IndiHome Phoenix INET",5,"C19192-INETF20M-222k 222000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"SEG","FIBER",0,"20GB-100 GB",0
821419,119225000000,68999196,0,"NON CHURN",1,6,4,"C17048 = CS17-Program Upgrade Speed Baru",9,"C17048-INETF20M-Upgrade Speed Baru 290000",3,0,"3P (POTS-INTERNET-IPTV)","g. 7-8 thn",20480,0,"PGG","FIBER",0,"100GB-200GB",0
617952,187993000000,13594944,0,"CHURN",1,0,4,"C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M",10,"C18074-INETF30M-370k 370000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",30720,0,"PSM","FIBER",0,"100GB-200GB",0
528969,45137884256,8992473,0,"NON CHURN",1,1,4,"C17048 = CS17-Program Upgrade Speed Baru",6,"C17048-INETF20M-Upgrade Speed Baru 290000",2,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PDR","FIBER",0,"20GB-100 GB",0
370682,27132988634,20387510,0,"NON CHURN",1,2,4,"C15034 = CS - NON FTTH New Indihome Internet Super Winning Z1",4,"INETR3M : New Pemenangan 125000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",3072,0,"TGA","FIBER",0,"20GB-100 GB",0
382872,307824000000,10337544,0,"NON CHURN",1,1,4,"C17036 = CS17 - 1P Internet Only",2,"C17036-INETF20M-1P Inet Only 310000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"CIK","FIBER",0,">200 GB",0
379501,62540142114,12903034,0,"NON CHURN",1,0,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",5,"C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"KRA","FIBER",0,"20GB-100 GB",0
167860,46153284110,14603820,0,"CHURN",1,0,4,"HSSP05 = Paket untuk HSSP Paket 384 &amp; 512 Kbps",3,"INETR1M3 : HSSP Rp. 100.000 320000",0,0,"2P-NETIZEN (POTS-INTERNET)","g. 7-8 thn",1024,0,"CIB","FIBER",0,"20GB-100 GB",0
492158,221159000000,7382370,0,"CHURN",1,0,4,"C17079 = CS17-Join Promo Quad Play IndiHome - kartuHALO (INET-VALUE)",8,"C17079-INETFL10M-Value 180000",2,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"TPR","FIBER",0,">200 GB",0
397241,23756159606,7944820,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",6,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"TPR","FIBER",0,"20GB-100 GB",0
352000,73516214949,5280000,0,"CHURN",1,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PSR","FIBER",0,"20GB-100 GB",0
82500,34482059197,1072500,0,"CHURN",0,0,2,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF20M-290k 290000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"KLD","FIBER",0,"20GB-100 GB",0
599500,597366000000,28176500,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",6,"C17048-INETF20M-Upgrade Speed Baru 290000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"PDE","FIBER",0,">200 GB",0
71498,35107388531,5219354,0,"NON CHURN",1,2,4,"DTBLO1 = DTB Low Occupancy Internet UCS 2",2,"DTBLO1-INETR1M1-DTB Inet Low Occupancy 195000",0,0,"2P-NETIZEN (POTS-INTERNET)","g. 7-8 thn",1024,0,"TGR","FIBER",0,"20GB-100 GB",0
1199178,55089113220,94735062,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",13,"C17048-INETF40M-Upgrade Speed Baru 550000",5,0,"3P (POTS-INTERNET-IPTV)","g. 7-8 thn",40960,1,"PSM","FIBER",0,"20GB-100 GB",0
378081,167491000000,9452025,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",5,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"KRA","FIBER",0,"100GB-200GB",0
276241,4916658578,8010989,0,"CHURN",1,0,4,"C17091 = CS17 - Netizen 2 Promo NaRu 2017 (INET)",5,"C17091-INET10Q53-Standard 150000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"TGR","FIBER",0,"< 20GB",0
418000,173759000000,6688000,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",10,"C19027-INETF10M-200k 200000",2,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KRG","FIBER",0,"100GB-200GB",0
544356,307255000000,13608900,0,"CHURN",1,3,4,"C19033 = CS19 - IndiHome New Netizen INET",2,"C19033-INETF30M-455k 455000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"SLP","FIBER",0,">200 GB",0
412500,68398384791,11550000,0,"NON CHURN",1,0,4,"C18010 = CS18 - Indihome Khusus Imlek INET",5,"C18010-INETFL20M-280K 280000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"PDG","FIBER",0,"20GB-100 GB",0
487300,16212137139,18517400,0,"NON CHURN",1,2,4,"C16128 = CS16 - Paket IndiHome Khusus Telkom Re -2 - INET",5,"C16128 - INETF10M - Khusus RE-2 248000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CKA","FIBER",0,"< 20GB",0
214500,120666000000,18232500,0,"NON CHURN",1,1,4,"HSSP05 = Paket untuk HSSP Paket 384 &amp; 512 Kbps",3,"INETR1M3 : HSSP Rp. 125.000 320000",0,0,"3P (POTS-INTERNET-IPTV)","g. 7-8 thn",1024,0,"CRS","FIBER",0,"100GB-200GB",0
268615,199849000000,3760610,0,"CHURN",1,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PKY","FIBER",0,"100GB-200GB",0
353104,71409131402,37075920,0,"NON CHURN",1,0,4,"Z1NSG = New Internet Multispeed Gold Zone 1 (JAKARTA)",3,"Z1NSG-INETG1M1-Standard 245000",0,0,"2P-NETIZEN (POTS-INTERNET)","h. 9-10 thn",10240,0,"CKG","FIBER",0,"20GB-100 GB",0
396000,102479000000,13068000,0,"NON CHURN",1,2,4,"C17045 = CS17- Indihome Kemerdekaan (INTERNET)",5,"C17045-INETF10M-PROMO KEMERDEKAAN 190000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"BIN","FIBER",0,"100GB-200GB",0
532099,14192139936,70237068,0,"NON CHURN",1,1,4,"C17029 = CS17 - New Indihome Lower Value INET",3,"C17029-INETF10M-Revisi 1 190000",0,0,"2P-NETIZEN (POTS-INTERNET)","i. 11-15 thn",1024,0,"PKU","FIBER",0,"< 20GB",0
330000,27592351024,5610000,0,"NON CHURN",1,1,4,"C18119 = CS18 - Indihome  Quadplay Kuadran 3 INET",4,"C18119-INETFL10M-190k 190000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PSM","FIBER",0,"20GB-100 GB",0
357500,206196000000,12870000,0,"NON CHURN",1,3,4,"C17029 = CS17 - New Indihome Lower Value INET",4,"C17029-INETF10M-Revisi 1 190000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"GDS","FIBER",0,">200 GB",0
379500,39228404008,13662000,0,"NON CHURN",1,1,4,"C17029 = CS17 - New Indihome Lower Value INET",4,"C17029-INETF10M-Revisi 1 190000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"PSR","FIBER",0,"20GB-100 GB",0
542300,313753000000,20065100,0,"NON CHURN",1,2,4,"C19189 = CS19 - IndiHome Streamix INET",5,"C19189-INETF20M-265k 265000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"GBI","FIBER",0,">200 GB",0
505250,44484366206,52040750,0,"NON CHURN",1,2,4,"S2CUS1 = Re2_2013_CUST_ACQUISITION",7,"S2CUS1-INET U1M-akuisisi 195000",0,0,"3P (POTS-INTERNET-IPTV)","h. 9-10 thn",1024,0,"MRY","NON FIBER",0,"20GB-100 GB",0
412500,37474869365,23512500,0,"NON CHURN",1,2,4,"C15004 = CS - FTTH New Indihome Internet Super Winning Z1",4,"INETR10M : New Pemenangan 210000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"CKG","FIBER",0,"20GB-100 GB",0
364955,308395000000,5109370,0,"NON CHURN",1,5,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",7,"C17052-INETF10M-NETIZEN II 195000",2,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PDM","FIBER",0,">200 GB",0
423500,443747000000,6352500,0,"NON CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PDK","FIBER",0,">200 GB",0
656536,393898000000,28231048,0,"NON CHURN",1,1,4,"C17029 = CS17 - New Indihome Lower Value INET",7,"C17029-INETF20M-Revisi 1 290000",2,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"LKG","FIBER",0,">200 GB",0
165000,226098000000,2310000,0,"CHURN",0,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"TPR","FIBER",0,">200 GB",0
541945,218106000000,48233105,0,"NON CHURN",1,4,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",5,"C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","g. 7-8 thn",10240,0,"SLP","FIBER",0,">200 GB",0
393712,101127000000,8267952,0,"NON CHURN",1,1,4,"C18070 = CS18 - Internet Paket Merdeka 2018 - 10 Mbps",7,"C18070-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PGG","FIBER",0,"100GB-200GB",0
344022,18781161019,26489694,0,"NON CHURN",1,2,4,"C17029 = CS17 - New Indihome Lower Value INET",5,"C17029-INETF10M-Revisi 1 190000",0,0,"2P-NETIZEN (POTS-INTERNET)","g. 7-8 thn",10240,0,"CWA","FIBER",0,"< 20GB",0
473000,97045526134,7568000,0,"CHURN",1,0,4,"C18052 = CS18 - Indihome Gamer INET",5,"C18052-INETC20M-290k 290000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"GBC","FIBER",0,"20GB-100 GB",0
387664,41356299287,5427296,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"SEG","FIBER",0,"20GB-100 GB",0
542300,55332286083,22234300,0,"NON CHURN",1,1,4,"C19064 = CS19 - Paket Upgrade Low FUP",5,"C19064-INETFL20M-270k 270000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"TGA","FIBER",0,"20GB-100 GB",0
484000,410969000000,10648000,0,"NON CHURN",1,0,4,"C19184 = CS19 - IndiHome Fit INET",9,"C19184-INETF50M-490k-disc 490000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"CKG","FIBER",0,">200 GB",0
810495,107635000000,34851285,0,"NON CHURN",1,1,4,"C16088 = CS16 - INTERNET indiHOME Deluxe Migrasi",8,"Migrasi Indihome dari 1P-2P - Disc6bln - C16088 - INETF10M 245000",2,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,1,"KRG","FIBER",0,"100GB-200GB",0
1364000,50748645033,57288000,0,"NON CHURN",1,2,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",12,"C19156-INETF100M-Upgrade IndiHome 750000",8,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",51200,0,"JAG","FIBER",0,"20GB-100 GB",0
440000,402912000000,7920000,0,"CHURN",1,0,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",6,"C18166-INETFL20M-280k 280000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"CID","FIBER",0,">200 GB",0
627000,612427000000,8778000,0,"CHURN",1,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF20M-310k 310000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"KLB","FIBER",0,">200 GB",0
82500,224648000000,1072500,0,"CHURN",0,0,2,"C19016 = CS19 - IndiHome New Premium INET",11,"C19016-INETF30M-425k 425000",4,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",30720,0,"TAN","FIBER",0,">200 GB",0
368500,37036247484,6633000,0,"NON CHURN",1,6,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",6,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CPS","FIBER",0,"20GB-100 GB",0
82500,253745000000,1155000,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CPE","FIBER",0,">200 GB",0
188242,469586000000,2635388,0,"CHURN",1,0,4,"C19026 = CS19 - IndiHome Value INET tanpa OTT",5,"C19026-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PDK","FIBER",0,">200 GB",0
496030,34461692232,10416630,0,"CHURN",1,0,4,"C18070 = CS18 - Internet Paket Merdeka 2018 - 10 Mbps",6,"C18070-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CLD","FIBER",0,"20GB-100 GB",0
390678,37638094726,5469492,0,"CHURN",1,0,4,"C19026 = CS19 - IndiHome Value INET tanpa OTT",5,"C19026-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"JTN","FIBER",0,"20GB-100 GB",0
529217,244978000000,7938255,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF20M-290k 290000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"CBI","FIBER",0,">200 GB",0
346500,66920111201,6583500,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KAL","FIBER",0,"20GB-100 GB",0
346500,215638000000,5544000,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KLB","FIBER",0,">200 GB",0
456500,278062000000,8217000,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF20M-NETIZEN II 295000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"PMU","FIBER",0,">200 GB",0
352000,34772953890,5280000,0,"CHURN",1,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"MER","FIBER",0,"20GB-100 GB",0
626984,27291793533,23198408,0,"NON CHURN",1,5,4,"C17048 = CS17-Program Upgrade Speed Baru",11,"C17048-INETF20M-Upgrade Speed Baru 290000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"RMG","FIBER",0,"20GB-100 GB",0
363000,349127000000,7260000,0,"CHURN",1,0,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",6,"C18166-INETFL10M-210k 210000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PDE","FIBER",0,">200 GB",0
413483,115504000000,11577524,0,"NON CHURN",1,7,4,"C18010 = CS18 - Indihome Khusus Imlek INET",4,"C18010-INETFL20M-280K 280000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"PKY","FIBER",0,"100GB-200GB",0
264000,129024000000,7392000,0,"NON CHURN",1,1,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",3,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"PDK","FIBER",0,"100GB-200GB",0
71498,94936522838,5433848,0,"NON CHURN",1,0,4,"SJKTLO = Program Low Occupancy MSAN Combo Jakarta (Internet Only)",2,"SJKTLO-INETR1M1- Low Occupancy MSAN Combo 195000",0,0,"2P-NETIZEN (POTS-INTERNET)","g. 7-8 thn",1024,0,"RJG","FIBER",0,"20GB-100 GB",0
418402,121178000000,12133658,0,"CHURN",1,1,4,"C18010 = CS18 - Indihome Khusus Imlek INET",5,"C18010-INETFL20M-280K 280000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"CPP","FIBER",0,"100GB-200GB",0
358741,248120000000,11838453,0,"NON CHURN",1,3,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",7,"C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CIL","FIBER",0,">200 GB",0
366705,21398434871,23835825,0,"NON CHURN",1,8,4,"INDI25 = New Indihome Pemenangan Internet Super Winning Z1",6,"INDI25-INETR1M1-IndiHome Pemenangan 105000",1,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",1024,0,"GAN","NON FIBER",0,"20GB-100 GB",0
346500,29985569756,6237000,0,"NON CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"BBL","FIBER",0,"20GB-100 GB",0
385000,116247000000,23100000,0,"NON CHURN",1,2,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",11,"C19156-INETF20M-Upgrade IndiHome Opsi 2_200k 200000",5,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"DEP","FIBER",0,"100GB-200GB",0
368314,41619621131,11786048,0,"NON CHURN",1,1,4,"C17086 = CS17 - IndiHome Promo NaRu 2017 (INET)",5,"C17086-INETFL10M-Standard 180000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"KLD","FIBER",0,"20GB-100 GB",0
776228,216773000000,72189204,0,"NON CHURN",1,4,4,"C17048 = CS17-Program Upgrade Speed Baru",9,"C17048-INETF20M-Upgrade Speed Baru 290000",3,0,"3P (POTS-INTERNET-IPTV)","g. 7-8 thn",20480,0,"PSM","FIBER",0,">200 GB",0
445500,49785318014,7573500,0,"CHURN",1,0,4,"C18052 = CS18 - Indihome Gamer INET",5,"C18052-INETC10M-190k 190000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KRA","FIBER",0,"20GB-100 GB",0
467500,125290000000,25712500,0,"NON CHURN",1,0,4,"C15130 = CS - FTTH New Super Winning Disc Indihome Z1",5,"10M : New Super Winning Discount 210000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"LGK","FIBER",0,"100GB-200GB",0
618035,19329515666,30283715,0,"NON CHURN",1,2,4,"C16007 = CS16 - INTERNET indiHOME Fiber",4,"C16007-INETF10M-Standard 245000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"KRG","FIBER",0,"< 20GB",0
558800,267473000000,11734800,0,"NON CHURN",1,0,4,"C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M",7,"C18074-INETF30M-370k 370000",2,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",30720,0,"CBR","FIBER",0,">200 GB",0
309776,43175126148,4336864,0,"CHURN",1,2,4,"C19027 = CS19 - IndiHome Value INET + OTT",12,"C19027-INETF10M-200k 200000",4,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CKG","FIBER",0,"20GB-100 GB",0
345082,32189519075,4831148,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",7,"C17048-INETF20M-Upgrade Speed Baru 290000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CID","FIBER",0,"20GB-100 GB",0
